"V0";"V1";"V2a";"V2b";"V3a";"V3b";"V4a";"V4b";"V4c";"V5a";"V5b";"V5c";"V6";"V7";"V8";"V9";"V10a";"V10b";"V11a";"V11b";"V11c";"V12a";"V12b";"V13a";"V13b";"V14a";"V14b";"V15a";"V15b";"V16a";"V16b";"V17";"V18";"V19"
"NUI2444";"Porto Alegre";"Canoas";"Grupo 1";"FAIXA CEEE ATE O LIMITE DO BAIRRO RIO BRANCO";"1";"402";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"1";;"0";;;"3";"faixa de alta tensao";"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI2445";"Porto Alegre";"Canoas";"Grupo 1";"OCUP.IRREGULAR DA RUA B DO PLANALTO CANOENSE";"1";"18";"Censo IBGE";"2010";"2";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"2";;"2";;"2";;"até 50"
"NUI2446";"Porto Alegre";"Canoas";"Grupo 1";"OCUPACAO AO LADO DA VILA GETULIO VARGAS";"1";"652";"Censo IBGE";"2010";"2";;;"4";"3";"2";"3";"1";;"0";;;"3";"faixa de alta tensao, inundacao CBS";"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI2448";"Porto Alegre";"Canoas";"Grupo 1";"OCUPACAO BECO DOS SILVA";"1";"21";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"1";;"0";;;"3";"inundacao CBS";"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2449";"Porto Alegre";"Canoas";"Grupo 1";"KF ENGENHARIA";"1";"30";"prefeitura";"2021";"1";;;"3";"2";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"2";;"3";;"3";"em processo de regularizacao
nao tem street view, mas pelo entorno pôde-se fazer a caracterizacao";"até 50"
"NUI2450";"Porto Alegre";"Canoas";"Grupo 1";"OCUPACAO FAIXA CEEE RUA DIRETOR AUGUSTO PESTANA";"1";"1";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"3";;"0";;;"3";"faixa de alta tensao";"1";"-";"2";;"2";;"2";;"3";;"até 50"
"NUI2447";"Porto Alegre";"Canoas";"Grupo 1";"COP HABITACIONAL SANTA CLARA";"1";"40";"Censo IBGE";"2010";"2";;;"3";"1";"2";"3";"1";;"0";;;"2";;"1";"-";"1";;"1";;"3";;"3";;"até 50"
"NUI2380";"Porto Alegre";"Canoas";"Grupo 1";"VILA RECANTO DOS SEUS";"1";"214";"Censo IBGE";"2010";"2";;;"4";"3";"3";"1";"1";;"0";;;"2";;"1";"-";"2";;"2";;"1";;"2";"D, J - no mapa de loteamentos do municA­pio uma pequena faixa da Area aparece como loteada";"de 100 a 700"
"NUI2387";"Porto Alegre";"Canoas";"Grupo 1";"VILA NOVA NANCY PANCERA";"1";"247";"prefeitura";"2021";"1";;;"4";"5";"2";"3";"1";;"0";;;"2";;"1";"-";"1";;"1";;"2";;"2";"em processo de regularizacao";"de 100 a 700"
"NUI2399";"Porto Alegre";"Canoas";"Grupo 1";"VILA UNIAO DOS OPERARIOS";"1";"1022";"prefeitura";"2021";"2";;;"4";"3";"3";"3";"1";;"0";;;"3";"inundacao CBS";"1";"-";"1";;"1";;"1";;"1";"em processo de regularizacao";"de 701 a 2.000"
"NUI2392";"Porto Alegre";"Canoas";"Grupo 1";"VILA SANTO OPERARIO";"1";"3346";"prefeitura";"2021";"2";;;"4";"3";"3";"3";"1";;"0";;;"3";"inundacao CBS";"1";"-";"1";;"1";;"1";;"1";"em processo de regularizacao";"mais que 2.000"
"NUI2436";"Porto Alegre";"Canoas";"Grupo 1";"RESIDENCIAL SAO LUIS";"1";"303";"prefeitura";"2021";"2";;;"4";"3";"2";"3";"3";;"0";;;"3";"faixa de alta tensao";"1";"-";"1";;"1";;"1";;"1";"em processo de regularizacao";"de 100 a 700"
"NUI2425";"Porto Alegre";"Canoas";"Grupo 1";"EUCALIPITO VELHO";"1";"250";"prefeitura";"2021";"2";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";"em processo de regularizacao";"de 100 a 700"
"NUI2439";"Porto Alegre";"Canoas";"Grupo 1";"CONJUNTO HABITACIONAL BANDEIRANTES";"1";"610";"Censo IBGE";"2010";"2";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"1";;"de 100 a 700"
"NUI2437";"Porto Alegre";"Canoas";"Grupo 1";"RESIDENCIAL PALMITINHO";"1";"107";"prefeitura";"2021";"2";;;"4";"3";"2";"1";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";"em processo de regularizacao";"de 100 a 700"
"NUI2355";"Porto Alegre";"Canoas";"Grupo 1";"VILA CHEIRO DA TERRA";"1";"137";"prefeitura";"2021";"2";;;"4";"3";"3";"3";"1";;"0";;;"2";;"1";"-";"2";;"2";;"1";;"1";"em processo de regularizacao";"de 100 a 700"
"NUI2358";"Porto Alegre";"Canoas";"Grupo 1";"CAMPO DO SCOTTA";"1";"64";"prefeitura";"2021";"2";;;"4";"3";"3";"3";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";"em processo de regularizacao";"de 51 a 99"
"NUI2383";"Porto Alegre";"Canoas";"Grupo 1";"VILA SAO MIGUEL";"1";"245";"prefeitura";"2021";"1";;;"4";"2";"2";"3";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"1";;"1";;"2";"em processo de regularizacao";"de 100 a 700"
"NUI2357";"Porto Alegre";"Canoas";"Grupo 1";"SUL AMERICA";"1";"33";"prefeitura";"2021";"2";;;"4";"3";"3";"3";"1";;"0";;;"2";;"1";"-";"1";;"2";;"1";;"1";"em processo de regularizacao";"até 50"
"NUI2452";"Porto Alegre";"Canoas";"Grupo 1";"SCHIMIDT";"1";"68";"prefeitura";"2021";"2";;;"4";"3";"2";"2";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";"em processo de regularizacao";"de 51 a 99"
"NUI2453";"Porto Alegre";"Canoas";"Grupo 1";"SETE DE OUTUBRO";"1";"1036";"prefeitura";"2021";"2";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";"em processo de regularizacao";"de 701 a 2.000"
"NUI2430";"Porto Alegre";"Canoas";"Grupo 1";"PRATA";"1";"108";"CADUNICO";"2020";"2";;;"4";"2";"2";"3";"3";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI2385";"Porto Alegre";"Canoas";"Grupo 1";"VILA NANCY PANCERA";"1";"148";"Censo IBGE";"2010";"1";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";;"de 100 a 700"
"NUI2419";"Porto Alegre";"Canoas";"Grupo 1";"GERSON S. DE OLIVEIRA";"1";"152";"Censo IBGE";"2010";"2";;;"4";"3";"2";"3";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI2360";"Porto Alegre";"Canoas";"Grupo 1";"DIQUE DA RIO BRANCO ATE ROBERTO F. BEHRENS";"1";"46";"Censo IBGE";"2010";"1";;;"4";"3";"3";"3";"1";;"0";;;"3";"inundacao";"1";"-";"2";;"2";;"2";;"2";;"até 50"
"NUI2402";"Porto Alegre";"Canoas";"Grupo 1";"DIQUE DO RIO BRANCO/ PRAIA PAQUETA II";"1";"51";"Censo IBGE";"2010";"1";;;"4";"2";"2";"2";"1";;"1";"FBDS";;"3";"inundacao";"1";"-";"2";;"1";;"3";;"3";;"de 51 a 99"
"NUI2403";"Porto Alegre";"Canoas";"Grupo 1";"DIQUE DO RIO BRANCO/ PRAIA PAQUETA III";"1";"17";"Censo IBGE";"2010";"1";;;"2";"1";"2";"2";"1";;"0";;;"3";"inundacao CBS";"1";"-";"2";;"1";;"3";;"3";;"até 50"
"NUI2404";"Porto Alegre";"Canoas";"Grupo 1";"DIQUE DO RIO BRANCO/ PRAIA PAQUETA IV";"1";"6";"Censo IBGE";"2010";"1";;;"1";"2";"2";"2";"1";;"0";;;"1";;"1";"-";"1";;"3";;"3";;"3";;"até 50"
"NUI2405";"Porto Alegre";"Canoas";"Grupo 1";"DIQUE DO RIO BRANCO/ PRAIA PAQUETA V";"1";"4";"Censo IBGE";"2010";"1";;;"2";"2";"2";"2";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"3";;"3";;"3";;"até 50"
"NUI2417";"Porto Alegre";"Canoas";"Grupo 1";"BECO DESAFIO JOVEM";"1";"5";"Censo IBGE";"2010";"2";;;"4";"2";"2";"3";"1";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";"heterogêneo - padrao reurb e e s";"até 50"
"NUI2413";"Porto Alegre";"Canoas";"Grupo 1";"RUA DA PRAINHA";"1";"7";"Censo IBGE";"2010";"8";"1 e 2";"0,5";"4";"2";"2";"2";"2";;"0";;;"1";;"1";"-";"2";;"3";"metade parece ser um loteamento bem definido com espaco entre as edificacões e a outra metade uma ocupacao em processo com lotes indefinidos e espaco entre as edificacões";"2";;"2";;"até 50"
"NUI2454";"Porto Alegre";"Capela de Santana";"Grupo 4";"Roseira";"1";"5";"Censo IBGE";"2010";"1";;;"3";"2";"2";"2";"1";;"1";"FBDS";;"3";"Inundacao";"1";"-";"2";"Ocupacao ao longo de uma via";"2";;"1";;"1";"Invasao de Area verde municipal";"até 50"
"NUI2455";"Porto Alegre";"Capela de Santana";"Grupo 4";"Invasao trilhos";"1";"48";"CADUNICO";"2020";"1";;;"4";"2";"2";"1";"1";;"0";;;"1";;"1";"-";"1";;"1";;"1";;"1";"Invasao de Area de trilhos de trem";"até 50"
"NUI2456";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 1 - 1? Parte";"1";"9";"CADUNICO";"2020";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2457";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 2 - 1? Parte";"1";"2";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"1";"FBDS";;"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2458";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 3 - 1? Parte";"1";"5";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"1";"IPEA";"imagem de satélite";"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2459";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 5 - 1? Parte";"1";"5";"CADUNICO";"2020";"2";;;"4";"2";"1";"2";"1";;"1";"FBDS";;"1";;"4";"3";"1";;"1";;"2";;"2";;"até 50"
"NUI2460";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 6 - 1? Parte";"1";"1";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2461";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 7 - 1? Parte";"1";"1";"Censo IBGE";"2010";"2";;;"4";"3";"1";"2";"1";;"0";;;"1";;"2";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2462";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 8 - 1? Parte";"1";"1";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2463";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 9 - 1? Parte";"1";"3";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"1";;"1";;"2";;"2";;"até 50"
"NUI2464";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 4 - 2? Parte";"1";"20";"CADUNICO";"2020";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2465";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 11 - 2? Parte";"1";"1";"Censo IBGE";"2010";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"4";"2";"2";;"1";;"2";;"2";;"até 50"
"NUI2466";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Praca 4 - 3? Parte";"1";"2";"CADUNICO";"2020";"2";;;"4";"2";"1";"2";"1";;"0";;;"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2467";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Sans Souci";"1";"3";"Censo IBGE";"2010";"1";;;"4";"3";"3";"2";"1";;"0";;;"1";;"3";"3";"1";;"1";;"2";;"1";;"até 50"
"NUI2468";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Sans Souci Praia";"1";"2";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"1";;"0";;;"1";;"3";"1";"1";;"1";;"1";;"2";;"até 50"
"NUI2469";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Sans Souci Praia 1";"1";"4";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"1";;"1";"FBDS";;"1";;"3";"3";"2";;"3";;"2";;"2";;"até 50"
"NUI2470";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Progresso Costaneira";"1";"1";"CADUNICO";"2020";"2";;;"3";"1";"2";"2";"1";;"0";;;"1";;"3";"3";"1";;"1";;"3";;"3";;"até 50"
"NUI2471";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Itai";"1";"35";"CADUNICO";"2020";"2";;;"3";"3";"2";"2";"2";;"0";;;"1";;"3";"1";"2";;"1";;"2";;"3";;"até 50"
"NUI2472";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Valo Engenho Itai";"1";"24";"Aglomerados Subnormais 2019";"2020";"1";;;"4";"3";"2";"2";"1";;"1";"FBDS";;"1";;"3";"1";"2";;"4";;"3";;"3";;"até 50"
"NUI2473";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Valo Itai";"1";"23";"Aglomerados Subnormais 2019";"2020";"1";;;"4";"3";"2";"2";"1";;"1";"FBDS";;"1";;"3";"1";"2";;"4";;"3";;"3";;"até 50"
"NUI2474";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Sao Borja";"1";"7";"CADUNICO";"2020";"2";;;"2";"1";"2";"1";"1";;"1";"FBDS";;"1";;"2";"-";"2";;"4";;"3";;"3";;"até 50"
"NUI2475";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Vila da Paz";"1";"144";"CADUNICO";"2020";"1";;;"4";"2";"2";"3";"2";;"0";;;"1";;"3";"1";"2";;"4";;"3";;"3";;"de 100 a 700"
"NUI2476";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Cidade Verde";"1";"85";"Censo IBGE";"2010";"3";;;"4";"3";"2";"1";"2";;"0";;;"1";;"3";"1";"2";;"1";;"2";;"2";;"de 51 a 99"
"NUI2477";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"SEM NOME 17";"3";"54";"CADUNICO";"2020";"3";;;"4";"3";"2";"2";"2";;"0";;;"1";;"3";"1";"2";;"2";;"2";;"2";;"de 51 a 99"
"NUI2478";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"SEM NOME 18";"3";"1";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"1";;"0";;;"1";;"2";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2479";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Sol Nascente";"1";"83";"CADUNICO";"2020";"2";;;"4";"1";"1";"1";"3";;"1";"IPEA";"imagem de satélite";"1";;"3";"1";"2";;"1";;"2";;"2";;"de 51 a 99"
"NUI2480";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Osório Sans Souci";"1";"1";"Censo IBGE";"2010";"1";;;"4";"3";"1";"2";"1";;"0";;;"1";;"3";"1";"1";;"2";;"1";;"1";;"até 50"
"NUI2481";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Beco do Beto";"1";"105";"Censo IBGE";"2010";"1";;;"4";"3";"3";"1";"1";;"0";;;"1";;"3";"3";"2";;"4";;"2";;"2";;"de 100 a 700"
"NUI2482";"Porto Alegre";"Eldorado do Sul";"Grupo 3";"Artemio";"1";"4";"Censo IBGE";"2010";"1";;;"4";"4";"3";"2";"1";;"0";;;"1";;"3";"1";"2";;"3";;"3";;"1";;"até 50"
"NUI2494";"Porto Alegre";"Estância Velha";"Grupo 3";"Nelsi da Silva";"1";"22";"Censo IBGE";"2010";"2";"tipo 1 também";"0,9";"4";"2";"2";"1";"1";;"0";;;"1";;"1";"-";"2";;"2";;"1";;"1";;"até 50"
"NUI2495";"Porto Alegre";"Estância Velha";"Grupo 3";"Trakano Nunes Cardoso";"1";"5";"Censo IBGE";"2010";"2";;;"4";"2";"1";"3";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2493";"Porto Alegre";"Estância Velha";"Grupo 3";"bervian";"1";"20";"Censo IBGE";"2010";"1";;;"4";"2";"3";"3";"1";;"1";"FBDS";;"1";;"1";"-";"3";;"4";;"2";;"2";;"até 50"
"NUI2491";"Porto Alegre";"Estância Velha";"Grupo 3";"camanga";"1";"4";"Censo IBGE";"2010";"1";;;"3";"1";"2";"2";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"3";;"4";;"3";;"até 50"
"NUI2492";"Porto Alegre";"Estância Velha";"Grupo 3";"cantao";"1";"4";"Censo IBGE";"2010";"1";;;"4";"2";"2";"2";"1";;"0";;;"1";;"1";"-";"2";;"4";;"1";;"2";;"até 50"
"NUI2489";"Porto Alegre";"Estância Velha";"Grupo 3";"dos passaros";"1";"8";"CADUNICO";"2020";"2";"tipo 1 também";"0,7";"4";"2";"2";"1";"1";;"0";;;"1";;"1";"-";"2";;"2";;"1";;"2";;"até 50"
"NUI2490";"Porto Alegre";"Estância Velha";"Grupo 3";"erni roth";"1";"1";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"1";;"0";;;"1";"Encosta de morro - Google earth";"1";"-";"1";;"2";;"2";;"1";;"até 50"
"NUI2487";"Porto Alegre";"Estância Velha";"Grupo 3";"esperanca";"1";"93";"Censo IBGE";"2010";"1";;;"4";"3";"3";"1";"1";;"0";;;"1";;"1";"-";"2";;"4";;"1";;"1";;"de 51 a 99"
"NUI2488";"Porto Alegre";"Estância Velha";"Grupo 3";"ferraz";"1";"1";"CADUNICO";"2020";"2";;;"4";"3";"2";"2";"1";;"0";;;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2486";"Porto Alegre";"Estância Velha";"Grupo 3";"novisol";"1";"100";"Censo IBGE";"2010";"2";;;"4";"3";"3";"1";"1";;"0";;;"1";;"1";"-";"2";;"2";;"2";;"1";;"de 100 a 700"
"NUI2484";"Porto Alegre";"Estância Velha";"Grupo 3";"travessa walter klein";"1";"2";"Censo IBGE";"2010";"1";;;"3";"2";"2";"1";"1";;"0";;;"1";;"1";"-";"1";;"2";;"1";;"1";;"até 50"
"NUI2485";"Porto Alegre";"Estância Velha";"Grupo 3";"vila freitas";"1";"175";"Censo IBGE";"2010";"1";;;"4";"3";"3";"1";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"1";;"2";;"1";;"de 100 a 700"
"NUI2496";"Porto Alegre";"Estância Velha";"Grupo 3";"vila scherer";"1";"21";"Censo IBGE";"2010";"2";;;"4";"2";"2";"2";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"1";;"1";;"1";;"até 50"
"NUI2483";"Porto Alegre";"Estância Velha";"Grupo 3";"vila seca";"1";"6";"Censo IBGE";"2010";"1";;;"4";"2";"1";"1";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"3";;"2";;"2";;"até 50"
"NUI2505";"Porto Alegre";"Glorinha";"Grupo 4";"Santos";"1";"6";"Censo IBGE";"2010";"2";;;"3";"2";"2";"4";"3";;"0";;;"1";;"1";"-";"1";;"1";;"1";;"2";"APA do banhado Grande";"até 50"
"NUI2506";"Porto Alegre";"Glorinha";"Grupo 4";"Ubiratan Toscani";"1";"8";"Censo IBGE";"2010";"2";;;"3";"2";"2";"4";"3";;"0";;;"1";;"1";"-";"1";;"1";;"1";;"2";"APA do banhado Grande";"até 50"
"NUI2698";"Porto Alegre";"Ivoti";"Grupo 3";"Bairro Uniao";"1";"88";"prefeitura";"2020";"2";;;"4";"2";"2";"1";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"1";;"2";;"de 51 a 99"
"NUI2699";"Porto Alegre";"Ivoti";"Grupo 3";"Pedro Diehl";"1";"8";"CADUNICO";"2020";"2";;;"4";"3";"2";"1";"1";;"1";"FBDS";;"3";"declividade acentuada";"1";"-";"2";"servidao";"1";;"1";;"2";"Possui apenas iluminacao (servidao)";"até 50"
"NUI2700";"Porto Alegre";"Lindolfo Collor";"Grupo 4";"Loteamento popular";"1";"9";"Censo IBGE";"2010";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2701";"Porto Alegre";"Lindolfo Collor";"Grupo 4";"Loteamento Pedras de Areia II";"1";"39";"Censo IBGE";"2010";"2";;;"4";"1";"2";"4";"1";;"1";"SEMA";"Pesquisa de Campo";"1";;"1";"-";"1";;"1";;"1";;"1";;"até 50"
"NUI2702";"Porto Alegre";"Lindolfo Collor";"Grupo 4";"Capivarinha";"1";"20";"CADUNICO";"2020";"2";;;"4";"2";"1";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"4";;"4";;"4";;"até 50"
"NUI2704";"Porto Alegre";"Mostardas";"Grupo 4";"Aeroclube";"1";"8";"Censo IBGE";"2010";"2";;;"4";"3";"1";"4";"1";;"0";;;"1";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2705";"Porto Alegre";"Mostardas";"Grupo 4";"R. Bento Goncalves";"1";"15";"Censo IBGE";"2010";"1";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"1";;"1";;"2";;"2";;"até 50"
"NUI2703";"Porto Alegre";"Mostardas";"Grupo 4";"Vila Joia";"1";"9";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"3";"alagamento relatado por morador";"1";"-";"1";;"1";;"2";;"3";;"até 50"
"NUI2706";"Porto Alegre";"Mostardas";"Grupo 4";"Caieiras";"1";"54";"prefeitura";"2021";"6";;;"4";"3";"1";"4";"1";;"0";;;"1";"inundacao";"1";"-";"2";;"3";;"2";;"2";"vila de pescadores que sobrevivem da pesca artesanal na beira da lagoa dos patos";"de 51 a 99"
"NUI2746";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 60";"3";"1";"Censo IBGE";"2010";"2";;;"3";"2";"1";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"4";;"2";;"até 50"
"NUI2747";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 61";"3";"2";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"4";;"2";;"até 50"
"NUI2708";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 22";"3";"7";"Censo IBGE";"2010";"2";;;"4";"2";"1";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2709";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 23";"3";"9";"CADUNICO";"2020";"2";;;"3";"2";"1";"4";"1";;"1";"IPEA";"imagem de satélite";"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2710";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 24";"3";"1";"Censo IBGE";"2010";"2";;;"4";"3";"1";"4";"1";;"0";;;"3";"inundacao";"1";"-";"2";;"2";;"2";;"2";"servidao";"até 50"
"NUI2711";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 25";"3";"9";"Censo IBGE";"2010";"2";;;"3";"2";"1";"4";"1";;"0";;;"3";"inundacao";"1";"-";"3";;"1";;"1";;"2";"servidao";"até 50"
"NUI2712";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 26";"3";"33";"CADUNICO";"2020";"2";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"3";"inundacao";"1";"-";"2";;"1";;"1";;"2";"servidao";"até 50"
"NUI2713";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 27";"3";"35";"Censo IBGE";"2010";"2";;;"4";"3";"1";"4";"1";;"0";;;"3";"inundacao";"1";"-";"2";;"1";;"1";;"1";"servidao";"até 50"
"NUI2714";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 28";"3";"1";"Censo IBGE";"2010";"2";;;"4";"2";"1";"4";"1";;"0";;;"3";"inundacao";"1";"-";"1";;"1";;"2";;"2";;"até 50"
"NUI2715";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 29";"3";"15";"Censo IBGE";"2010";"2";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2716";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 30";"3";"135";"CADUNICO";"2020";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"2";;"2";;"de 100 a 700"
"NUI2717";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 31";"3";"13";"CADUNICO";"2020";"2";;;"4";"3";"2";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2718";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 32";"3";"9";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2719";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 33";"3";"3";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2720";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 34";"3";"15";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"2";;"2";;"até 50"
"NUI2721";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 35";"3";"19";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2722";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 36";"3";"10";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2723";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 37";"3";"2";"Censo IBGE";"2010";"2";;;"4";"3";"2";"4";"1";;"0";;;"1";;"1";"-";"2";;"1";;"1";;"2";;"até 50"
"NUI2724";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 38";"3";"26";"Censo IBGE";"2010";"2";;;"4";"3";"1";"4";"1";;"0";;;"1";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2725";"Porto Alegre";"Nova Santa Rita";"Grupo 3";"SEM NOME 39";"3";"29";"CADUNICO";"2020";"2";;;"4";"3";"1";"4";"1";;"0";;;"1";;"1";"-";"1";;"1";;"2";;"2";;"até 50"
